Transaction Name,Transaction Name URL,Organization Industries,Lead Investors,Investor Names,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Type,Announced Date,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Organization Name,Organization Name URL,Organization Location,Organization Description,Organization Website,Funding Stage,Number of Funding Rounds,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Funding Status,Number of Investors
Seed Round - Dwinity,https://www.crunchbase.com/funding_round/dwinity-seed--a80c8d6a,"Blockchain, Decentralized Finance (DeFi), Web3",,,2400000,USD,2400000,Seed,2024-04-30,,,,Dwinity,https://www.crunchbase.com/organization/dwinity,"Gräfelfing, Bayern, Germany, Europe",Dwinity is a Web3 operating system for sensitive Data & Decentralized AI.,https://dwinity.com,Seed,1,2400000,USD,2400000,Yes,Seed,
Pre Seed Round - Gosta Labs,https://www.crunchbase.com/funding_round/gosta-labs-pre-seed--9086271a,,Cor Group,Cor Group,1200000,EUR,1329487,Pre-Seed,2024-09-12,,,,Gosta Labs,https://www.crunchbase.com/organization/gosta-labs,"Espoo, Southern Finland, Finland, Europe",Gosta Labs focuses on building healthcare-specialized machine learning models to drive improved efficiency and outcomes.,https://www.gostalabs.com/,Seed,1,1200000,EUR,1329487,Yes,Seed,1
Seed Round - Tiimo,https://www.crunchbase.com/funding_round/tiimo-seed--12faa9d3,"Apps, Internet, Mobile","Crowberry Capital, People Ventures","Crowberry Capital, People Ventures, The Inner Foundation",1400000,EUR,1563262,Seed,2024-08-27,,,,Tiimo,https://www.crunchbase.com/organization/tiimo,"Copenhagen, Hovedstaden, Denmark, Europe",Tiimo is an award-winning visual planner that gives neurodivergent people worldwide the planning power to take charge of their day.,https://www.tiimoapp.com,Seed,6,5572139,USD,5572139,Yes,Seed,3
Seed Round - Senvo,https://www.crunchbase.com/funding_round/senvo-seed--70fb5507,"Information Technology, Logistics, Software","Defy.vc, Two Ravens","Defy.vc, Dirk Reich, Fund F, Mike Roth, Two Ravens",2500000,EUR,2798693,Seed,2024-09-27,,,,Senvo,https://www.crunchbase.com/organization/senvo,"Berlin, Berlin, Germany, Europe",Senvo develops a last-mile data insights platform for organizations.,https://senvo.io/,Seed,1,2500000,EUR,2798693,Yes,Seed,5
Pre Seed Round - Redly Games,https://www.crunchbase.com/funding_round/redly-games-pre-seed--d86dbe31,"Gaming, Video Games",Supercell,Supercell,,,,Pre-Seed,2024-09-13,,,,Redly Games,https://www.crunchbase.com/organization/redly-games,"Helsinki, Southern Finland, Finland, Europe",Redly Games is an independent gaming studio.,https://www.redlygames.com,Seed,1,,,,Yes,Seed,1
Seed Round - DealPotential,https://www.crunchbase.com/funding_round/dealpotential-seed--72e50dc3,Business Intelligence,,,1000000,USD,1000000,Seed,2024-08-20,,,,DealPotential,https://www.crunchbase.com/organization/dealpotential,"Segeltorp, Stockholms Lan, Sweden, Europe","DealPotential platform offers financial and fund data for non-public companies globally, connected with exclusive insights and analytics.",https://dealpotential.com/,Seed,1,1000000,USD,1000000,Yes,Seed,
Seed Round - trawa,https://www.crunchbase.com/funding_round/trawa-seed--b5afe2c7,"Clean Energy, CleanTech, Renewable Energy, Software",Balderton Capital,"AENU, Balderton Capital, Magnetic Capital, Speedinvest, The Delta, Tiny VC",10000000,EUR,10888348,Seed,2024-05-15,,,,trawa,https://www.crunchbase.com/organization/trawa,"Berlin, Berlin, Germany, Europe",Renewable Energy-as-a-Service,https://www.trawa.de,Seed,3,12400000,EUR,13420058,Yes,Seed,6
Seed Round - SongPush,https://www.crunchbase.com/funding_round/songpush-seed--46c939d2,"Music, Social Media Marketing",,,2940000,EUR,3243261,Seed,2024-08-16,,,,SongPush,https://www.crunchbase.com/organization/songpush,"Berlin, Berlin, Germany, Europe",Our platform seamlessly connects music (artists/labels) with social media (creators/agencies).,https://www.songpush.com,Seed,1,2940000,EUR,3243261,Yes,Seed,
Pre Seed Round - MucoLife Therapeutics,https://www.crunchbase.com/funding_round/mucolife-therapeutics-pre-seed--124dfff8,"Health Care, Therapeutics",Health Wildcatters,Health Wildcatters,30000,USD,30000,Pre-Seed,2024-09-06,,,,MucoLife Therapeutics,https://www.crunchbase.com/organization/mucolife-therapeutics,"Gothenburg, Vastra Gotaland, Sweden, Europe",MucoLife Therapeutics is revolutionizing the treatment of mucus obstruction in Chronic Obstructive Pulmonary Disorder & Cystic Fibrosis.,https://mucolife.com,Seed,1,30000,USD,30000,Yes,Seed,1
Seed Round - Wolfpack,https://www.crunchbase.com/funding_round/wolfpack-4012-seed--0a375e82,Software,,,1000000,USD,1000000,Seed,2024-08-29,,,,Wolfpack,https://www.crunchbase.com/organization/wolfpack-4012,"Copenhagen, Hovedstaden, Denmark, Europe","Wolfpack consolidates all invoices, company cards, and outlays into one system and manages expenses until they are approved and paid.",https://wolfpack.dk,Seed,1,1000000,USD,1000000,Yes,Seed,
Pre Seed Round - Avicenna Technologies,https://www.crunchbase.com/funding_round/avicenna-technologies-pre-seed--19632c62,Medical Device,,BEAT DROP,,,,Pre-Seed,2024-10-01,,,,Avicenna Technologies,https://www.crunchbase.com/organization/avicenna-technologies,"Berlin, Berlin, Germany, Europe",Avicenna Technologies is a trading company that brings the spirit of innovation to modern medical technology.,https://avicennatechnologies.com,Seed,1,,,,Yes,Seed,1
Pre Seed Round - Hoola,https://www.crunchbase.com/funding_round/hoola-pre-seed--031ae7bb,"E-Commerce, Software",,"Abac Nest, Combination Ventures, Itnig, JME Ventures",800000,EUR,890044,Pre-Seed,2024-09-17,,,,Hoola,https://www.crunchbase.com/organization/hoola,"Berlin, Berlin, Germany, Europe","AI powered conversion, retention and assistance for your eCommerce",https://hoola.so,Seed,1,800000,EUR,890044,Yes,Seed,4
Seed Round - ProfitMetrics.io,https://www.crunchbase.com/funding_round/profitmetrics-io-seed--2947bee2,"E-Commerce, Information Technology, Software",Ampli Ventures,Ampli Ventures,2000000,USD,2000000,Seed,2024-09-03,,,,ProfitMetrics.io,https://www.crunchbase.com/organization/profitmetrics-io,"Copenhagen, Hovedstaden, Denmark, Europe",ProfitMetrics.io is a software and eCommerce company.,https://profitmetrics.io,Seed,1,2000000,USD,2000000,Yes,Seed,1
Pre Seed Round - Realm,https://www.crunchbase.com/funding_round/realm-b943-pre-seed--e0fa8930,"Artificial Intelligence (AI), Enterprise Resource Planning (ERP), Search Engine",Lifeline Ventures,"Anniina Sulku, Anssi Rusi, Bjarke Staun-Olsen, Eléonore Crespo, Guy Podjarny, Ilkka Paananen, Illusian Founder Office, Jiri Heinonen, Jussi Laakkonen, Kristo Ovaska, Lifeline Ventures, Marianne Vikkula, Miki Kuusi, Oskari Saarenmaa, Otto Hilska, Peter Downs, Riku Mäkelä, Robert Gentz, Thijn Lamers, Usman Masood",1700000,EUR,1849889,Pre-Seed,2024-06-04,,,,Realm,https://www.crunchbase.com/organization/realm-b943,"Helsinki, Southern Finland, Finland, Europe",One interface for everything your company knows.,https://withrealm.com/,Seed,1,1700000,EUR,1849889,Yes,Seed,20
Pre Seed Round - Contribe.io,https://www.crunchbase.com/funding_round/contribe-io-pre-seed--5d5823d6,"SaaS, Software, Sustainability","Export and Investment Fund, Human Act, Rockstart","Export and Investment Fund, Human Act, Jonatan Hjortdal, Maria Steinhauer Krogh, Morten Baehrenz, Rockstart",7500000,DKK,1099213,Pre-Seed,2024-08-13,,,,Contribe.io,https://www.crunchbase.com/organization/contribe-io,"Copenhagen, Hovedstaden, Denmark, Europe",We turn sustainable collaborations into a competitive advantage,https://contribe.io/,Seed,2,7500000,DKK,1099213,Yes,Seed,6
Seed Round - Nygen Analytics,https://www.crunchbase.com/funding_round/nygen-analytics-seed--1116ae73,"Analytics, Genetics, Medical",SmiLe Inject Capital,SmiLe Inject Capital,7500000,SEK,737279,Seed,2024-08-29,,,,Nygen Analytics,https://www.crunchbase.com/organization/nygen-analytics,"Lund, Skane Lan, Sweden, Europe",Nygen Analytics offers cloud-based solutions for sustainable and cost-effective analysis of single-cell genomic data.,https://nygen.io/,Seed,2,7500000,SEK,737279,Yes,Seed,1
Pre Seed Round - hellgrün,https://www.crunchbase.com/funding_round/hellgrün-pre-seed--af99ff4b,"Energy, GreenTech, Solar",,"Bernhard Beck Beck, Bernhard Wardin, Christoph Bänziger, Christoph Prestele, CLAUS WOHLGEMUTH, Dominik Hohenleitner, Florian Meyer Delpho, Hans-Peter Villis, Joan Dyckhoff-Schlieker, Moritz Waldstein, Niklas Kurzer, Philipp Waldstein, Thomas Hollwedel, Thomas Nowak, Tobias Schuett",500000,EUR,535468,Pre-Seed,2024-06-25,,,,hellgrün,https://www.crunchbase.com/organization/hellgrün,"Cologne, Nordrhein-Westfalen, Germany, Europe","hellgrün is a green-tech company that operates PV systems and helps to build simple, smart, sustainable green energy.",https://hellgruen.solar,Seed,1,500000,EUR,535468,Yes,Seed,15
Pre Seed Round - kolum.earth,https://www.crunchbase.com/funding_round/kolum-earth-pre-seed--63e9607e,"Software, Web Development",FoodLabs,"Alexander Brand, Anna Alex, Christian Peters, Florian Gottschaller, FoodLabs, Franziska Majer, Henning Emmrich, Janine Lampprecht, Markus Linder, Markus Sudhoff, Michal Bartmanski, Thomas Gottheil",2100000,EUR,2277232,Pre-Seed,2024-07-11,,,,kolum.earth,https://www.crunchbase.com/organization/kolum-earth,"Münster, Nordrhein-Westfalen, Germany, Europe",Kolum is developing software that enables EU enterprises to become fully compliant with all Carbon Border Adjustment Mechanisms.,https://www.kolum.earth/,Seed,1,2100000,EUR,2277232,Yes,Seed,12
Seed Round - Restate,https://www.crunchbase.com/funding_round/restate-5a05-seed--36159fe9,Software,Redpoint,"Ameet Patel, Andrew Van Nest, Aris Koliopoulos, Chris Schagen, Essence VC, Firstminute Capital, Guy Fighel, Jan Sessenhausen, Jay Kreps, Julia Schottenstein, Monica Sarbu, Neha Narkhede, Olivier Pomel, Redpoint, Roopak Venkatakrishnan, Shawn Wang",7000000,USD,7000000,Seed,2024-06-10,,,,Restate,https://www.crunchbase.com/organization/restate-5a05,"Berlin, Berlin, Germany, Europe","Restate build workflows, event-driven applications, and distributed services in a fault-tolerant manner with durable async/await.",https://restate.dev/,Seed,1,7000000,USD,7000000,Yes,Seed,16
Seed Round - InsiderPie,https://www.crunchbase.com/funding_round/insiderpie-seed--8bc94d50,"Finance, Stock Exchanges",,,,,,Seed,2024-08-29,,,,InsiderPie,https://www.crunchbase.com/organization/insiderpie,"Nürnberg, Bayern, Germany, Europe",InsiderPie is a cutting-edge digital platform for stock market investors .,https://insiderpie.de,Seed,1,,,,Yes,Seed,
Seed Round - eco.mio,https://www.crunchbase.com/funding_round/ecomio-seed--ea63c630,"SaaS, Software, Sustainability","Hansmen Group, IBB Ventures, identity.vc","Alfred Luger, Hansmen Group, IBB Ventures, identity.vc, Lea-Sophie Cramer, N&V Capital, Nicole Büttner, Partners in Clime, Patrick Diemer, Robert Jacobi, Volker Rofalski",,,,Seed,2024-06-18,,,,eco.mio,https://www.crunchbase.com/organization/ecomio,"Berlin, Berlin, Germany, Europe",Eco.mio empowers companies to achieve their climate goals while simultaneously realizing significant cost savings on business travel.,https://ecomio.com/,Seed,4,785000,EUR,846408,Yes,Seed,11
Seed Round - idOS,https://www.crunchbase.com/funding_round/idos-seed--a2a309ab,Blockchain,Fabric Ventures,"Aleph Zero, Arbitrum Foundation, Circle, Fabric Ventures, Founderheads,, Gnosis, Kwil, NEAR, Radix, Ripple, Tezos Foundation",4500000,USD,4500000,Seed,2024-07-09,,,,idOS,https://www.crunchbase.com/organization/idos,"Berlin, Berlin, Germany, Europe",idOS is a identity layer of web3.,https://idos.network,Seed,2,4500000,USD,4500000,Yes,Seed,11
Seed Round - Hypertype,https://www.crunchbase.com/funding_round/hypertype-seed--dfdf44e8,"Artificial Intelligence (AI), CRM, Email, Generative AI, Information Technology, Natural Language Processing, SaaS, Sales Automation",Butterfly Ventures,"Antler, Baltsar Sahlin, Bling Capital, Bust, Butterfly Ventures, Fredrik Olsson, Luminar Ventures, Margaux Dietz, Sting",7000000,SEK,666172,Seed,2024-07-04,,,,Hypertype,https://www.crunchbase.com/organization/hypertype,"Stockholm, Stockholms Lan, Sweden, Europe",Hypertype is the world's leading data integration platform for support & sales communications using AI.,https://hypertype.co,Seed,5,2165921,USD,2165921,Yes,Seed,9
Seed Round - ARX Robotics,https://www.crunchbase.com/funding_round/arx-49c3-seed--98f48c8c,"Autonomous Vehicles, Drones, Manufacturing, Robotics",NATO Innovation Fund,"Discovery Ventures, NATO Innovation Fund, Project A Ventures",9000000,EUR,9675963,Seed,2024-06-10,,,,ARX Robotics,https://www.crunchbase.com/organization/arx-49c3,"München, Bayern, Germany, Europe",ARX is a defense technology company that specializes in the development of autonomous unmanned systems for dual-use applications.,https://www.arx-robotics.com,Seed,2,10150000,EUR,10904332,Yes,Seed,3
Pre Seed Round - Morningcrunch,https://www.crunchbase.com/funding_round/morningcrunch-pre-seed--41eb32ee,"News, Social Network",468 Capital,"468 Capital, Martin Weiss, Robin Lingg",,,,Pre-Seed,2024-09-01,,,,Morningcrunch,https://www.crunchbase.com/organization/morningcrunch,"Berlin, Berlin, Germany, Europe",Morning Crunch is a company that provides daily email briefings on business-related economic and financial topics.,https://www.morningcrunch.de,Seed,1,,,,Yes,Seed,3
Seed Round - lemon.markets,https://www.crunchbase.com/funding_round/lemon-markets-seed--ec3e84f4,"Developer APIs, Enterprise Applications, Financial Services, FinTech, Trading Platform",CommerzVentures,"CommerzVentures, Creandum, Heliad Equity Partners, Lakestar, Lightspeed Venture Partners, System.One",12000000,EUR,13018658,Seed,2024-07-11,,,,lemon.markets,https://www.crunchbase.com/organization/lemon-markets,"Berlin, Berlin, Germany, Europe","Lemon.markets is a FinTech platform that offers an easy-to-use API for stock trading, order execution, and market data retrieval.",https://lemon.markets,Seed,3,27000000,EUR,29481316,Yes,Seed,6
Seed Round - Valpas,https://www.crunchbase.com/funding_round/valpas-seed--d6560a39,"Real Estate, Tourism, Travel, Travel Agency",Zenith Venture Capital,"Activum, Canon Marketing Japan, Global Brain Corporation, Houghton Street Ventures, Icebreaker.vc, Morro Ventures, Rockaway Ventures, Tesi, Zenith Venture Capital",4000000,EUR,4283985,Seed,2024-06-26,,,,Valpas,https://www.crunchbase.com/organization/valpas,"Helsinki, Southern Finland, Finland, Europe","Bed bug safe travel. The new hospitality standard for permanent bed bug safety that safeguards people, hotels and the planet.",https://www.valpashotels.com/,Seed,3,6100000,EUR,6593641,Yes,Seed,9
Seed Round - Sloyd,https://www.crunchbase.com/funding_round/sloyd-seed--fecaff81,"3D Technology, Machine Learning, Video Games",,"A16Z GAMES Speedrun, Acequia Capital (AceCap), Antler, Autodesk, fresh.fund, Hartmann Capital, Skyfall Ventures",3000000,EUR,3264336,Seed,2024-06-06,,,,Sloyd,https://www.crunchbase.com/organization/sloyd,"Oslo, Oslo, Norway, Europe",Sloyd is enabling creators to make 3D assets really fast and really easy.,https://sloyd.ai,Seed,4,6064336,USD,6064336,Yes,Seed,7
Seed Round - Kvantify,https://www.crunchbase.com/funding_round/kvantify-seed--2b70d93c,"Artificial Intelligence (AI), Cloud Computing, FinTech, Information Technology, Life Science, Machine Learning, Quantum Computing, Software","2degrees, Dreamcraft Ventures, Lundbeckfonden Ventures","2degrees, 2xN, Dreamcraft Ventures, Export and Investment Fund, Lundbeckfonden Ventures, QAI Ventures, Redstone.VC",10000000,EUR,10744047,Seed,2024-07-03,,,,Kvantify,https://www.crunchbase.com/organization/kvantify,"Copenhagen, Hovedstaden, Denmark, Europe",Kvantify provides Quantum computing and HPC software solutions that address hard computational challenges.,https://www.kvantify.dk/,Seed,4,12500000,EUR,13449651,Yes,Seed,7
Pre Seed Round - Clevenio,https://www.crunchbase.com/funding_round/clevenio-pre-seed--d6c57d16,,Gorilla Capital,"Gorilla Capital, Sofokus",,,,Pre-Seed,2024-08-15,,,,Clevenio,https://www.crunchbase.com/organization/clevenio,"Jyväskylä, Western Finland, Finland, Europe",Clevenio is a sales engagement tool that helps Saas SDR team’s hit their sales quota,https://clevenio.com,Seed,1,,,,Yes,Seed,2
Seed Round - VARM,https://www.crunchbase.com/funding_round/varm-seed--102c6693,"Energy, Energy Efficiency, Training","Emerge, Pale blue dot","Emerge, Foundamental, noa, Pale blue dot",5700000,EUR,6216376,Seed,2024-07-17,,,,VARM,https://www.crunchbase.com/organization/varm,"Berlin, Berlin, Germany, Europe",VARM is driving the European Household decarbonization by building the infrastructure for insulation.,https://www.varm.earth,Seed,2,5700000,EUR,6216376,Yes,Seed,4
Pre Seed Round - Korall Carbon Capture,https://www.crunchbase.com/funding_round/korall-carbon-capture-ab-pre-seed--a33bfbcf,,Chalmers Ventures AB,Chalmers Ventures AB,250000,SEK,24081,Pre-Seed,2024-09-09,,,,Korall Carbon Capture,https://www.crunchbase.com/organization/korall-carbon-capture-ab,"Göteborg, Vastra Gotaland, Sweden, Europe",Korall Carbon Capture is a pioneering company in Sweden specializing in Direct Air Capture (DAC) technology.,https://www.korall.cc/,Seed,1,250000,SEK,24081,Yes,Seed,1
Seed Round - YGO Trips,https://www.crunchbase.com/funding_round/ygo-trips-seed--7c89a074,"Artificial Intelligence (AI), Tourism, Travel",GetAway Group,"Expedite Ventures, Felix Jahn, GetAway Group, Jan Seifried, Kiana Mardi, Patrick Andrae, Ralf Usbeck, Wolfgang Heigl",2500000,EUR,2731050,Seed,2024-08-07,,,,YGO Trips,https://www.crunchbase.com/organization/ygo-trips,"Berlin, Berlin, Germany, Europe","YGO Trips is a travel company that allows travellers to book flights, hotels, activities, events & more, conveniently on one platform.",https://ygotrips.com,Seed,2,2500000,EUR,2731050,Yes,Seed,8
Seed Round - allO,https://www.crunchbase.com/funding_round/allo-restaurant-seed--4d1d198f,"Food and Beverage, Payments, Point of Sale, Restaurants, Software",The Twenty Minute VC,"20Growth, 20Product, Claire Hughes Johnson, Daniel Khachab, Keen Venture Partners, Mario Götze, Martin Enderle, Navid Hadzaad, Pat Cummins, The Twenty Minute VC",5000000,USD,5000000,Seed,2024-07-09,,,,allO,https://www.crunchbase.com/organization/allo-restaurant,"Munich, Bayern, Germany, Europe",allO is an all-in-one restaurant management system. Our mission is to help local restaurants thrive. We strive to democratize gastronomy.,https://allo.restaurant,Seed,2,6489425,USD,6489425,Yes,Seed,10
Pre Seed Round - Corrsy,https://www.crunchbase.com/funding_round/corrsy-pre-seed--a7347938,,EQIQ LLC,"Adel Qahwaji, Durubi Management Holding Company, EQIQ LLC, Pekka Hermonen, Risto Vahanen, SuperCharger Ventures",500000,USD,500000,Pre-Seed,2024-07-23,,,,Corrsy,https://www.crunchbase.com/organization/corrsy,"Helsinki, Southern Finland, Finland, Europe",Quality Education for youth with mobile devices,https://corrsy.com/,Seed,1,500000,USD,500000,Yes,Seed,6
Seed Round - LOST iN,https://www.crunchbase.com/funding_round/38hours-seed--23e72824,"News, Publishing, Social Media, Transportation, Travel",MaC Venture Capital,"BDMI, David Alpert, Erik Huberman, George Strompolos, Kevin Gould, MaC Venture Capital, Matthew Rutler, Pitbull Ventures, Richard Wolpert",4000000,USD,4000000,Seed,2024-06-26,,,,LOST iN,https://www.crunchbase.com/organization/38hours,"Berlin, Berlin, Germany, Europe",A city guide curated by locals. Experience a new city from within.,http://www.lostin.com,Seed,3,4000000,USD,4000000,Yes,Seed,9
Seed Round - Clare&me,https://www.crunchbase.com/funding_round/clare-me-seed--17d4d464,"Artificial Intelligence (AI), Health Care, Mental Health, Wellness",YZR Capital,"Antler, Kodori AG, Material Ventures, YZR Capital",3700000,EUR,4041953,Seed,2024-08-07,,,,Clare&me,https://www.crunchbase.com/organization/clare-me,"Berlin, Berlin, Germany, Europe",Clare&me is an AI-powered mental health coach startup that offers self-therapy services.,https://www.clareandme.com,Seed,5,4870000,EUR,5375737,Yes,Seed,4
Seed Round - Draupnir Bio,https://www.crunchbase.com/funding_round/draupnir-bio-seed--207d06d7,"Biotechnology, Health Care, Pharmaceutical, Therapeutics","Export and Investment Fund, MP Healthcare Venture Management","Export and Investment Fund, Gilde Healthcare, Inkef, MP Healthcare Venture Management, Novo Holdings",90000000,DKK,13198813,Seed,2024-07-17,,,,Draupnir Bio,https://www.crunchbase.com/organization/draupnir-bio,"Risskov, Midtjylland, Denmark, Europe",Draupnir Bio is developing a new type of cholesterol-lowering medicine which prevents blood clots in the heart.,http://www.draupnir.bio/,Seed,2,46198813,USD,46198813,Yes,Seed,5
Pre Seed Round - trail,https://www.crunchbase.com/funding_round/trail-f158-pre-seed--fcff39c2,"Artificial Intelligence (AI), Software",CapitalT,"Benedikt Franke, CapitalT, Common Magic, Leon Szeli, Lisa Gradow, Mozilla Ventures, NP-Hard Ventures, Tomislav Tomov",1450000,EUR,1572375,Pre-Seed,2024-07-11,,,,trail,https://www.crunchbase.com/organization/trail-f158,"Munich, Bayern, Germany, Europe","Trail offers a straightforward approach to implementing AI Governance, empowering developers and businesses to create reliable AI solutions",https://www.trail-ml.com,Seed,1,1450000,EUR,1572375,Yes,Seed,8
Seed Round - EcoPals GmbH,https://www.crunchbase.com/funding_round/ecopals-gmbh-seed--dcc83c43,Construction,,"Après-demain, Companisto, MHIGRUPPE",4000000,EUR,4369679,Seed,2024-08-07,,,,EcoPals GmbH,https://www.crunchbase.com/organization/ecopals-gmbh,"Berlin, Berlin, Germany, Europe",Ecopals develop sustainable solutions for road construction.,https://ecopals.de,Seed,2,4000000,EUR,4369679,Yes,Seed,3
Seed Round - Lillian Care,https://www.crunchbase.com/funding_round/lillian-care-seed--52ea4e6e,Health Care,"Caesar Ventures, Nina Capital","Atlantis Ventures, Björn von Siemens, Caesar Ventures, Calm/Storm Ventures, Markus Frühwein, Nina Capital, Pascal Werner, Ship2B Ventures, Stefan Menden",1500000,EUR,1608897,Seed,2024-06-18,,,,Lillian Care,https://www.crunchbase.com/organization/lillian-care,"Heidelberg, Baden-Wurttemberg, Germany, Europe",Lillian is building a nationwide network of health facilities in Germany.,https://lillian-care.de,Seed,2,3900000,EUR,4250745,Yes,Seed,9
Seed Round - Proxima Fusion,https://www.crunchbase.com/funding_round/proxima-fusion-seed--7bffe85c,"Energy, Power Grid",redalpine,"Bayern Kapital, DeepTech & Climate Fonds, HTGF | High-Tech Gruenderfonds, Max Planck Foundation, Plural Platform, redalpine, UVC Partners, Visionaries Tomorrow, Wilbe Capital",20000000,EUR,21717790,Seed,2024-04-09,,,,Proxima Fusion,https://www.crunchbase.com/organization/proxima-fusion,"Munich, Bayern, Germany, Europe",Proxima Fusion creates new types of power plants using stellarators that optimised to create magnetic cages for high-energy particles.,https://www.proximafusion.com/,Seed,4,27500000,EUR,29772574,Yes,Seed,9
Seed Round - Factiverse,https://www.crunchbase.com/funding_round/factiverse-seed--53421d4f,"Artificial Intelligence (AI), CMS, Content, Digital Media, Generative AI, Machine Learning, Natural Language Processing, Text Analytics",,"Herfo, Johann Koss, Murshid M. Ali, Validé, Yasmin Namini",1000000,EUR,1070632,Seed,2024-06-20,,,,Factiverse,https://www.crunchbase.com/organization/factiverse,"Stavanger, Rogaland, Norway, Europe",We enable companies to establish credibility in a world of uncertainty and mistrust.,https://www.factiverse.no/,Seed,2,1570632,USD,1570632,Yes,Seed,5
Seed Round - Cellugy,https://www.crunchbase.com/funding_round/cellugy-seed--307d02a3,Biotechnology,"ICIG Ventures, Unconventional Ventures","Export and Investment Fund, ICIG Ventures, Joyance Partners, PSV, The Footprint Firm, Unconventional Ventures",36000000,DKK,5237125,Seed,2024-05-21,,,,Cellugy,https://www.crunchbase.com/organization/cellugy,"Århus, Midtjylland, Denmark, Europe",Cellugy operates as a biotechnology startup.,https://cellugy.com/,Seed,2,8164191,USD,8164191,Yes,Seed,6
Pre Seed Round - Liquorice,https://www.crunchbase.com/funding_round/liquorice-9bbb-pre-seed--59e4bde6,"Decentralized Finance (DeFi), Finance",Greenfield,"1inch Limited, Efficient Frontier, Follow[the]Seed, Greenfield, Hash CIB, Horadrim Capital, L2 Iterative Venture, Polymorphic Capital",1200000,USD,1200000,Pre-Seed,2024-07-30,,,,Liquorice,https://www.crunchbase.com/organization/liquorice-9bbb,"Hamburg, Hamburg, Germany, Europe",Liquorice is a developer of a DeFi protocol that combines one-sided loan pools with a MEV-free trading engine.,https://www.liquorice.tech,Seed,1,1200000,USD,1200000,Yes,Seed,8
Seed Round - Wildplastic,https://www.crunchbase.com/funding_round/wildplastic-seed--67af7622,"B2B, Environmental Consulting, Recycling",,"Cantella, Focused Business Events, Golzern Holding GmbH, Innovation for Impact, Janina Weingarth, Karma Capital, Matthias Fricke, Nadia Boegli, Planet A Ventures, Purpose Ventures, Wilfried Gillrath",825000,EUR,896594,Seed,2024-05-16,,,,Wildplastic,https://www.crunchbase.com/organization/wildplastic,"Hamburg, Hamburg, Germany, Europe","Wildplastic is a plastic manufacturing company that offers beaches, landfills, and illegal dumpsites.",https://www.wildplastic.com/en/,Seed,2,825000,EUR,896594,Yes,Seed,11
Seed Round - atmio,https://www.crunchbase.com/funding_round/atmio-99aa-seed--7806701e,"Clean Energy, Energy, Fossil Fuels, Information Technology, Oil and Gas, Software, Sustainability",Notion Capital,"Bernhard Mohr, HCVC, Notion Capital, Robin Capital, SquareOne Venture Capital, Voyagers",5100000,EUR,5475963,Seed,2024-06-20,,,,atmio,https://www.crunchbase.com/organization/atmio-99aa,"Hamburg, Hamburg, Germany, Europe","The operating system for the oil & gas sector to effortlessly find, fix, and report methane emissions",https://www.atmio.com/,Seed,2,6875963,USD,6875963,Yes,Seed,6
Seed Round - Accel Growth,https://www.crunchbase.com/funding_round/accel-growth-as-seed--5558a6c3,,FasterCapital,"Bashar Hamood, FasterCapital, Hesham Zreik",200000,USD,200000,Seed,2024-07-23,,,,Accel Growth,https://www.crunchbase.com/organization/accel-growth-as,"Oslo, Oslo, Norway, Europe",Accel Growth is an innovative startup in the e-health industry.,,Seed,1,200000,USD,200000,Yes,Seed,3
Seed Round - Light,https://www.crunchbase.com/funding_round/light-e65e-seed--b701677a,"Accounting, Database, Financial Services",Atomico,"Atomico, Cherry Ventures, Entrée Capital, Mario Götze, Seedcamp",13000000,USD,13000000,Seed,2024-06-12,,,,Light,https://www.crunchbase.com/organization/light-e65e,"Copenhagen, Hovedstaden, Denmark, Europe",Light is a financial platform that offers fully automated general ledger and other accounting solution services for multinational companies.,https://light.inc,Seed,1,13000000,USD,13000000,Yes,Seed,5
Seed Round - SupplyET,https://www.crunchbase.com/funding_round/supplyet-seed--9a290a6f,"Enterprise Software, Information Technology, Manufacturing, SaaS, Software, Supply Chain Management",IFB Innovationsstarter,"IFB Innovationsstarter, Matthias Brönner, Multiple Undisclosed Angel Investors",342500,EUR,365418,Seed,2024-04-17,2000000,EUR,2133827,SupplyET,https://www.crunchbase.com/organization/supplyet,"Hamburg, Hamburg, Germany, Europe","SupplyET provides visual, AI-powered plug-and-play software to help manufacturers simulate production scenarios and optimize machine usage.",https://SupplyET.com,Seed,4,526785,EUR,572068,Yes,Seed,3
Pre Seed Round - ZTLment,https://www.crunchbase.com/funding_round/ztlment-pre-seed--4645f9ff,"B2B, Financial Services, FinTech, Software",PSV,"BlackWood Ventures, Giant Ventures, PSV, Upfin",1100000,EUR,1193642,Pre-Seed,2024-05-28,,,,ZTLment,https://www.crunchbase.com/organization/ztlment,"Copenhagen, Hovedstaden, Denmark, Europe",ZTLment offers fintech tools to help businesses and B2B platforms unlock cash flows and save costs.,https://www.ztlment.com,Seed,2,2400000,EUR,2463177,Yes,Seed,4
