Transaction Name,Transaction Name URL,Organization Industries,Lead Investors,Investor Names,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Type,Announced Date,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Organization Name,Organization Name URL,Organization Location,Organization Description,Organization Website,Funding Stage,Number of Funding Rounds,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Funding Status,Number of Investors
Seed Round - Una Health,https://www.crunchbase.com/funding_round/una-health-seed--8bd19933,"Artificial Intelligence (AI), Diabetes, Health Care, mHealth, Wellness","FoodLabs, PeakBridge","Claire Novorol, FoodLabs, Frank Westermann, PeakBridge",2500000,USD,2500000,Seed,2024-02-15,,,,Una Health,https://www.crunchbase.com/organization/una-health,"Berlin, Berlin, Germany, Europe","The most effective Digital Therapy to reverse metabolic dysfunction based on mobile technology, biosensors, AI and behavioral science.",http://unahealth.io,Seed,3,2500000,USD,2500000,Yes,Seed,4
Seed Round - Life Inside,https://www.crunchbase.com/funding_round/life-inside-seed--263cd7af,"Internet, SaaS, Social, Social Media, Software",,"Houman Ashrafzadeh, Jonas Brogårdh, Stefan Magnusson",300000,GBP,377070,Seed,2024-02-14,,,,Life Inside,https://www.crunchbase.com/organization/life-inside,"Stockholm, Stockholms Lan, Sweden, Europe","Life Inside is a social media platform that helps people share their cultures, opportunities, and employer brands.",https://explore.lifeinside.io/,Seed,1,300000,GBP,377070,Yes,Seed,3
Pre Seed Round - Teamspective,https://www.crunchbase.com/funding_round/teamspective-pre-seed--838ac8a9,"SaaS, Software",Sammeli Sammalkorpi,Sammeli Sammalkorpi,900000,EUR,985758,Pre-Seed,2024-03-13,,,,Teamspective,https://www.crunchbase.com/organization/teamspective,"Helsinki, Southern Finland, Finland, Europe",Creating culture of performance and wellbeing for growth companies,https://www.teamspective.com,Seed,2,900000,EUR,985758,Yes,Seed,1
Seed Round - truemetrics,https://www.crunchbase.com/funding_round/truemetrics-4697-seed--7207c9ea,"Artificial Intelligence (AI), Enterprise Software, Last Mile Transportation, Logistics, Machine Learning",,"Pioneer Fund, Y Combinator",,,,Seed,2023-07-01,,,,truemetrics,https://www.crunchbase.com/organization/truemetrics-4697,"Berlin, Berlin, Germany, Europe",truemetrics helps logistics companies find customers faster. Our technology maps entrances via a courier's handheld device.,https://www.truemetrics.io,Seed,2,25000,EUR,29666,Yes,Seed,2
Seed Round - Syre,https://www.crunchbase.com/funding_round/syre-seed--349dde26,Textiles,TPG Rise Climate Fund,TPG Rise Climate Fund,,,,Seed,2024-03-06,,,,Syre,https://www.crunchbase.com/organization/syre,"Stockholm, Stockholms Lan, Sweden, Europe",Syre is a textile impact company that decarbonizes the industry via textile-to-textile recycling.,https://www.syre.com/,Seed,2,100000000,USD,100000000,Yes,Early Stage Venture,1
Seed Round - Seedsight,https://www.crunchbase.com/funding_round/seedsight-seed--5064e6c8,"Consulting, Food Processing, Information Technology, Software",UPTEC,UPTEC,,,,Seed,2024-01-05,,,,Seedsight,https://www.crunchbase.com/organization/seedsight,"Berlin, Berlin, Germany, Europe","Building the highest yield AI Bioplatform for Grain Signatures. Improving seed selection, food quality & production",https://seedsight.io/,Seed,1,,,,Yes,Seed,1
Pre Seed Round - Tab,https://www.crunchbase.com/funding_round/tab-technology-pre-seed--9074d207,"FinTech, Information Technology, Software",Icebreaker.vc,"Alexander Hanhikoski, Icebreaker.vc, Markus Villig, Mikko Silventola",210000,EUR,229814,Pre-Seed,2024-03-08,2100000,EUR,2298136,Tab,https://www.crunchbase.com/organization/tab-technology,"Stockholm, Stockholms Lan, Sweden, Europe","Building the rails that power Smart Receipts inside banking, accounting, and expense management applications.",https://tab.technology,Seed,1,210000,EUR,229814,Yes,Seed,4
Seed Round - BeCause,https://www.crunchbase.com/funding_round/because-eco-seed--ee79a76c,"Apps, Consulting, Hospitality, Information Services, Information Technology, Marketing, SaaS, Social Media, Tourism, Travel","Superangel, Ugly Duckling Ventures","Patrick Patrong, Sean Brown, Sean Evans, Superangel, Ugly Duckling Ventures",1760000,EUR,1931409,Seed,2023-11-29,,,,BeCause,https://www.crunchbase.com/organization/because-eco,"Copenhagen, Hovedstaden, Denmark, Europe",AI-powered Sustainability Management Hub for Travel,https://because.eco/,Seed,8,3281409,USD,3281409,Yes,Seed,5
Seed Round - 42 Watt,https://www.crunchbase.com/funding_round/42-watt-seed--7995ed34,"Energy Efficiency, Energy Management, Environmental Consulting",Eneco Ventures,"BonVenture, Eneco Ventures, PT1",,,,Seed,2024-01-15,,,,42 Watt,https://www.crunchbase.com/organization/42-watt,"Munich, Bayern, Germany, Europe",42 Watt is an energy conservation consultancy that assist with energetic property renovation.,https://www.42watt.de/,Seed,4,,,,Yes,Seed,3
Pre Seed Round - Plot.ai,https://www.crunchbase.com/funding_round/plot-ai-pre-seed--6ea5edc5,"Real Estate, Software",,"Marketer Equities, Strawberry Equities",11000000,NOK,1031963,Pre-Seed,2023-09-01,,,,Plot.ai,https://www.crunchbase.com/organization/plot-ai,"Oslo, Oslo, Norway, Europe",Data driven decision making for real estate,https://plot.ai,Seed,2,11000000,NOK,1031963,Yes,Seed,2
Seed Round - Partex,https://www.crunchbase.com/funding_round/partex-83fe-seed--131c7c68,"Artificial Intelligence (AI), Biotechnology, Blockchain, Health Care, Life Science, Machine Learning",,C3 Venture Capital,,,,Seed,2024-01-09,,,,Partex,https://www.crunchbase.com/organization/partex-83fe,"Eschborn, Hessen, Germany, Europe",Partex NV is the first digital pharma platform that is set to be the largest AI-powered Drug Assets Manager.,https://thepartex.com/,Seed,2,,,,Yes,Seed,1
Pre Seed Round - Agteria Biotech,https://www.crunchbase.com/funding_round/agteria-biotech-pre-seed--7649c37e,"Agriculture, AgTech, Animal Feed",Norrsken Launcher,Norrsken Launcher,1400000,EUR,1513764,Pre-Seed,2024-03-27,,,,Agteria Biotech,https://www.crunchbase.com/organization/agteria-biotech,"Stockholm, Stockholms Lan, Sweden, Europe","Agetria Biotech is a biotech startup that specializes in agricultural solutions, providing sustainable feed additives for livestock.",https://agteria.com/,Seed,1,1400000,EUR,1513764,Yes,Seed,1
Pre Seed Round - Lightcurve,https://www.crunchbase.com/funding_round/lightcurve-0888-pre-seed--aab0b74c,"Blockchain, Information Technology, Software",,Outlier Ventures,,,,Pre-Seed,2024-01-18,,,,Lightcurve,https://www.crunchbase.com/organization/lightcurve-0888,"Berlin, Berlin, Germany, Europe",Lightcurve is a blockchain application platform that develops cutting-edge technology.,https://lightcurve.io/,Seed,1,,,,Yes,Seed,1
Seed Round - Veecle,https://www.crunchbase.com/funding_round/elexir-seed--41d67b6f,"Automotive, B2B, Cyber Security, Developer Platform, Electric Vehicle, Enterprise, Open Source, Operating Systems, Software, Software Engineering",Relay Ventures,"F-LOG Ventures, IBB Ventures, Plug and Play, Relay Ventures",2600000,EUR,2835178,Seed,2023-11-23,,,,Veecle,https://www.crunchbase.com/organization/elexir,"Berlin, Berlin, Germany, Europe","Veecle, automotive software development with our innovative runtime, enabling software-defined vehicles within existing vehicle systems.",https://www.veecle.io,Seed,4,5011940,USD,5011940,Yes,Seed,4
Seed Round - nuvo,https://www.crunchbase.com/funding_round/comdocks-seed--dd5cec81,"B2B, Business Intelligence, Data Integration, Information Technology, Machine Learning, SaaS, Software",La Famiglia,"APX, Collective Ventures, Exxeta Ventures, FoodLabs, La Famiglia",3000000,EUR,3239548,Seed,2023-12-12,,,,nuvo,https://www.crunchbase.com/organization/comdocks,"Hamburg, Hamburg, Germany, Europe","nuvo offer you and your clients to automatically map, validate clean and import spreadsheet data!",https://getnuvo.com/,Seed,2,4600000,EUR,4979789,Yes,Seed,5
Seed Round - ai-omatic solutions,https://www.crunchbase.com/funding_round/ai-omatic-solutions-seed--cfe8a8af,Software,,"4Tree Capital, Haufe Group Ventures, Innovationsstarter Fonds",2000000,EUR,2196489,Seed,2024-01-11,,,,ai-omatic solutions,https://www.crunchbase.com/organization/ai-omatic-solutions,"Hamburg, Hamburg, Germany, Europe",AI-omatic solutions develop a digital maintenance assistant that transfers an engineer's expert knowledge to an AI system.,https://www.ai-omatic.com,Seed,3,2996489,USD,2996489,Yes,Seed,3
Pre Seed Round - idOS,https://www.crunchbase.com/funding_round/idos-pre-seed--1c588d97,Blockchain,,Outlier Ventures,,,,Pre-Seed,2024-02-16,,,,idOS,https://www.crunchbase.com/organization/idos,"Berlin, Berlin, Germany, Europe",idOS is a identity layer of web3.,https://idos.network,Seed,2,4500000,USD,4500000,Yes,Seed,1
Seed Round - BeCause,https://www.crunchbase.com/funding_round/because-eco-seed--e7368fa9,"Apps, Consulting, Hospitality, Information Services, Information Technology, Marketing, SaaS, Social Media, Tourism, Travel",,Curiosity VC,600000,USD,600000,Seed,2024-02-22,,,,BeCause,https://www.crunchbase.com/organization/because-eco,"Copenhagen, Hovedstaden, Denmark, Europe",AI-powered Sustainability Management Hub for Travel,https://because.eco/,Seed,8,3281409,USD,3281409,Yes,Seed,1
Seed Round - Tribo Games,https://www.crunchbase.com/funding_round/tribo-games-seed--259bd0bb,"Digital Entertainment, Gaming, Web3",,FunFair Ventures,,,,Seed,2024-01-25,,,,Tribo Games,https://www.crunchbase.com/organization/tribo-games,"Helsinki, Southern Finland, Finland, Europe",Tribo Games is a new mobile-first web3 game studio.,https://www.tribo.games,Seed,3,1170000,USD,1170000,Yes,Seed,1
Pre Seed Round - tinyfarms,https://www.crunchbase.com/funding_round/tinyfarms-pre-seed--c3310762,"EdTech, Education, Hardware, Internet of Things, Primary Education",Accelerace,Accelerace,405000,USD,405000,Pre-Seed,2023-12-31,,,,tinyfarms,https://www.crunchbase.com/organization/tinyfarms,"Copenhagen, Hovedstaden, Denmark, Europe",Interactive indoor farms for education,https://tinyfar.ms,Seed,3,615000,USD,615000,Yes,Seed,1
Seed Round - NOVUS GmbH,https://www.crunchbase.com/funding_round/novus-gmbh-seed--6a6a20ad,"Automotive, CleanTech, Electric Vehicle, GreenTech, Hardware, Industrial Engineering, Industrial Manufacturing, Manufacturing, Product Design, Sustainability",468 Capital,468 Capital,,,,Seed,2024-03-20,,,,NOVUS GmbH,https://www.crunchbase.com/organization/novus-gmbh,"Braunschweig, Niedersachsen, Germany, Europe",THE URBAN PREMIUM ELECTRIC MOTORBIKE,https://novusbike.com,Seed,1,,,,Yes,Seed,1
Pre Seed Round - Atmen,https://www.crunchbase.com/funding_round/point-twelve-energy-pre-seed--5fd1bb37,"B2B, Enterprise Software, Renewable Energy, Software",,"Revent, Triple Impact Ventures, UnternehmerTUM, Vireo Ventures",1300000,EUR,1414213,Pre-Seed,2024-01-16,,,,Atmen,https://www.crunchbase.com/organization/point-twelve-energy,"Eching, Bayern, Germany, Europe","Atmen automates green certification for energy-intensive industries, saving up to 90% time in the process. Starting with hydrogen & e-fuels.",https://www.atmen.co/,Seed,1,1300000,EUR,1414213,Yes,Seed,4
Seed Round - Tupu,https://www.crunchbase.com/funding_round/tupu-0f52-seed--800dee6c,"Farming, Food and Beverage, Food Processing, Manufacturing, Organic Food","FoodLabs, Zubi Capital","Clear Current Capital, Coast Capital Savings, FoodHack, FoodLabs, Gil Horsky, IT-Farm, Roger Hassan, Zubi Capital",3000000,EUR,3173549,Seed,2023-10-31,,,,Tupu,https://www.crunchbase.com/organization/tupu-0f52,"Berlin, Berlin, Germany, Europe",Tupu is a farming company that specializes in growing and supplying gourmet mushrooms.,https://www.heytupu.com,Seed,3,3000000,EUR,3173549,Yes,Seed,8
Seed Round - Vyld,https://www.crunchbase.com/funding_round/vyld-seed--165773c9,"Biotechnology, Health Care, Sustainability, Wellness, Women's",European Union,European Union,,,,Seed,2024-01-19,,,,Vyld,https://www.crunchbase.com/organization/vyld,"Berlin, Berlin, Germany, Europe","Vyld produces radically sustainable, marine biodegradable and healthy period products from seaweed.",https://www.vyldness.de/,Seed,2,25000,EUR,24597,Yes,Seed,1
Seed Round - COLIPI,https://www.crunchbase.com/funding_round/colipi-seed--cc0c9dc8,"AgTech, Biotechnology, Carbon Capture, Innovation Management, Nutrition, Organic, Sustainability",,"HTGF | High-Tech Gruenderfonds, Innovationsstarter Fonds, Nidobirds Ventures",1800000,EUR,1970549,Seed,2024-01-04,,,,COLIPI,https://www.crunchbase.com/organization/colipi,"Hamburg, Hamburg, Germany, Europe","oils, carbon capturing & utilization, fermentation, climate protection",https://colipi.com/,Seed,2,1800000,EUR,1970549,Yes,Seed,3
Pre Seed Round - zinehub,https://www.crunchbase.com/funding_round/zinehub-pre-seed--eb1946cb,,Antler,Antler,,,,Pre-Seed,2023-10-01,,,,zinehub,https://www.crunchbase.com/organization/zinehub,"Berlin, Berlin, Germany, Europe",eCom SaaS to create post-click experiences witout code.,https://www.zinehub.xyz/,Seed,1,,,,Yes,Seed,1
Seed Round - Vividye AB,https://www.crunchbase.com/funding_round/vividye-ab-seed--58724a0e,Manufacturing,Chalmers Ventures AB,Chalmers Ventures AB,,,,Seed,2024-02-16,,,,Vividye AB,https://www.crunchbase.com/organization/vividye-ab,"Gothenburg, Vastra Gotaland, Sweden, Europe",Vividye is a textile tech company that makes it possible to apply all sorts of colors and designs to textiles.,https://www.vividye.com/,Seed,4,4450000,SEK,478591,Yes,Seed,1
Seed Round - United Manufacturing Hub,https://www.crunchbase.com/funding_round/united-manufacturing-hub-seed--5c49e522,"Enterprise Software, Internet of Things, SaaS, Software",Freigeist Capital,"DnA | Consulting and Venture Building, Freigeist Capital",,,,Seed,2024-01-25,,,,United Manufacturing Hub,https://www.crunchbase.com/organization/united-manufacturing-hub,"Aachen, Nordrhein-Westfalen, Germany, Europe","SaaS, IaaC, Open-Source",https://www.umh.app,Seed,2,,,,Yes,Seed,2
Seed Round - CYTOK® hydrogen pirates®,https://www.crunchbase.com/funding_round/cytok-hydrogen-pirates-seed--edee33fd,"Clean Energy, CleanTech, Energy, Energy Efficiency, Energy Storage, GreenTech, Renewable Energy, Sustainability",,,332250,EUR,363631,Seed,2023-12-20,5000000,EUR,5472256,CYTOK® hydrogen pirates®,https://www.crunchbase.com/organization/cytok-hydrogen-pirates,"Rostock, Mecklenburg-Vorpommern, Germany, Europe","We capture hydrogen and make it count! We produce and store green methane, at least megawatt scale and have a methane closed combustion.",https://cytok.de/en/,Seed,2,397250,EUR,434270,Yes,Seed,
Seed Round - randevu.tech,https://www.crunchbase.com/funding_round/randevu-seed--11fceb5d,"B2B, Developer Platform, E-Commerce Platforms, Information Services, Information Technology, Marketplace, PaaS, SaaS, Software",,"Earlybird Venture Capital, ICT Hub Venture, TS Ventures Fond",325000,USD,325000,Seed,2023-12-07,,,,randevu.tech,https://www.crunchbase.com/organization/randevu,"Berlin, Berlin, Germany, Europe",randevu.tech is the headless cloud infrastructure that enables B2B digital platforms & marketplaces with custom & complex customer journey’s,https://www.randevu.tech/,Seed,3,441873,USD,441873,Yes,Seed,3
Seed Round - NeoCarbon,https://www.crunchbase.com/funding_round/neocarbon-seed--abf00432,"Carbon Capture, CleanTech, Environmental Consulting",Raise Ventures,"Antler, Christian Vollmann, Matthias Gotta, PT1, Raise Ventures, Speedinvest",3200000,EUR,3455518,Seed,2023-12-12,,,,NeoCarbon,https://www.crunchbase.com/organization/neocarbon,"Berlin, Berlin, Germany, Europe","NeoCarbon is a cleantech startup that builds and markets the technology for Direct Air Capture (DAC), capturing CO2 directly from the air.",https://www.neocarbon.tech/,Seed,3,4550000,EUR,4812022,Yes,Seed,6
Pre Seed Round - Eternal Power,https://www.crunchbase.com/funding_round/eternal-power-pre-seed--9e4068ef,"Environmental Consulting, Logistics, Renewable Energy",,"Dieter Ammer, Grazia Equity",2000000,EUR,2157500,Pre-Seed,2023-09-01,,,,Eternal Power,https://www.crunchbase.com/organization/eternal-power,"Hamburg, Hamburg, Germany, Europe",Global Integrated Mass Producer of Green Hydrogen and its Derivatives.,https://eternal-power.de,Seed,1,2000000,EUR,2157500,Yes,Seed,2
Seed Round - suena,https://www.crunchbase.com/funding_round/suena-seed--b4b9f461,"Energy, Energy Storage, Renewable Energy, SaaS, Software, Trading Platform","Santander Climate Tech Fund, SmartEnergy Innovation Fund","Business angels, EIT InnoEnergy, Raakwark Kaptaal, Santander Climate Tech Fund, SmartEnergy Innovation Fund",3000000,EUR,3283353,Seed,2023-12-20,,,,suena,https://www.crunchbase.com/organization/suena,"Hamburg, Hamburg, Germany, Europe",suena is a Hamburg based 100% digital flexibility trader for large-scale battery storage and renewable energies.,https://suena.energy,Seed,4,4200000,EUR,4536860,Yes,Seed,5
Seed Round - Caeli Wind,https://www.crunchbase.com/funding_round/caeli-wind-seed--8cf62522,"Intelligent Systems, Marketing, Wind Energy",HTGF | High-Tech Gruenderfonds,HTGF | High-Tech Gruenderfonds,1000000,EUR,1086779,Seed,2023-06-29,,,,Caeli Wind,https://www.crunchbase.com/organization/caeli-wind,"Berlin, Berlin, Germany, Europe",Digital marketplace that identifies wind potential locations for landowners and enables professional AI-supported analysis and marketing.,https://www.caeli-wind.de/start,Seed,3,14000000,EUR,15152564,Yes,Early Stage Venture,1
Seed Round - AAZZUR,https://www.crunchbase.com/funding_round/aazzur-seed--39dcf784,"Banking, FinTech, InsurTech, Mobile Apps, PaaS",Alumni Ventures,"Alumni Ventures, Techstars",,,,Seed,2023-10-17,,,,AAZZUR,https://www.crunchbase.com/organization/aazzur,"Berlin, Berlin, Germany, Europe","Embedding financial products into user journeys for FinTechs, banks and corporates – at the point of need, without building a tech stack.",http://www.aazzur.com,Seed,5,2225000,EUR,2678860,Yes,Seed,2
Pre Seed Round - freque,https://www.crunchbase.com/funding_round/portal-one-pre-seed--382d23ee,"Film, Music, Software",,Vesna Capital,,,,Pre-Seed,2024-02-01,,,,freque,https://www.crunchbase.com/organization/portal-one,"Potsdam, Brandenburg, Germany, Europe",Music Review For Filmmakers,https://freque.io/,Seed,2,1200000,EUR,1431856,Yes,Seed,1
Pre Seed Round - UNIO Enterprise GmbH,https://www.crunchbase.com/funding_round/unio-enterprise-gmbh-pre-seed--ec3cd0c8,"Internet, Satellite Communication","IABG, OHB System","IABG, OHB System, Reflex Aerospace, SES",2500000,EUR,2640507,Pre-Seed,2023-10-29,,,,UNIO Enterprise GmbH,https://www.crunchbase.com/organization/unio-enterprise-gmbh,"Munich, Bayern, Germany, Europe",Satellite Telecommunications,https://unio.global/,Seed,1,2500000,EUR,2640507,Yes,Seed,4
Pre Seed Round - autarc,https://www.crunchbase.com/funding_round/autarc-pre-seed--1ae2f68f,"B2B, SaaS, Software, Sustainability",PT1,"better ventures, Christian Vollmann, David Balensiefen, Jannes Fischer, Kai Hansen, Philipp Martin, PT1, Titus Albrecht",,,,Pre-Seed,2023-12-11,,,,autarc,https://www.crunchbase.com/organization/autarc,"Berlin, Berlin, Germany, Europe",autarc is the OS for HVAC installers to install more heat pumps,https://www.autarc.energy,Seed,2,60000,EUR,66077,Yes,Seed,8
Pre Seed Round - PryvX,https://www.crunchbase.com/funding_round/pryvx-pre-seed--a3dee7c6,"Cyber Security, Information Technology, Privacy",,Antler,150000,EUR,163178,Pre-Seed,2024-01-16,,,,PryvX,https://www.crunchbase.com/organization/pryvx,"Stockholm, Stockholms Lan, Sweden, Europe",PryvX provides a platform that has been designed to combat cybercrime through collaboration and data security.,https://www.pryvx.com/,Seed,2,288178,USD,288178,Yes,Seed,1
Seed Round - Kelvin Green,https://www.crunchbase.com/funding_round/kelvin-green-d1df-seed--f502ca83,"GreenTech, Software, Transportation",,"DnA | Consulting and Venture Building, GEF Ingenieur, Kamstrup",,,,Seed,2024-01-17,,,,Kelvin Green,https://www.crunchbase.com/organization/kelvin-green-d1df,"Berlin, Berlin, Germany, Europe",Kelvin Green is the operating system for heat suppliers' green transformation.,https://www.kelvin.green,Seed,1,,,,Yes,Seed,3
Pre Seed Round - Blive,https://www.crunchbase.com/funding_round/blive-651f-pre-seed--7cf177c4,"Charging Infrastructure, Energy, Software",,Antler,150000,EUR,161634,Pre-Seed,2024-02-19,,,,Blive,https://www.crunchbase.com/organization/blive-651f,"Oslo, Oslo, Norway, Europe",Blive empowers charge point operators with oversight and control over their sites energy assets.,https://www.blive.earth/,Seed,1,150000,EUR,161634,Yes,Seed,1
Pre Seed Round - Pinatubo Interactive,https://www.crunchbase.com/funding_round/pinatubo-interactive-pre-seed--4fc69e33,"Artificial Intelligence (AI), Gaming, Software",,Antler Australia,185000,EUR,199983,Pre-Seed,2024-02-20,,,,Pinatubo Interactive,https://www.crunchbase.com/organization/pinatubo-interactive,"Stockholm, Stockholms Lan, Sweden, Europe",Pinatubo Interactive is a developer of an AI platform designed for adventure games.,https://pinatubo.io/,Seed,1,185000,EUR,199983,Yes,Seed,1
Pre Seed Round - Clause Out,https://www.crunchbase.com/funding_round/clause-out-pre-seed--2e993f80,"Database, Government, Social",,Antler,150000,EUR,164246,Pre-Seed,2024-01-08,,,,Clause Out,https://www.crunchbase.com/organization/clause-out,"Copenhagen, Hovedstaden, Denmark, Europe",Clause Out is an engagement platform that provides data and updates about local government activities and policies for civilians.,https://clauseout.com/,Seed,1,150000,EUR,164246,Yes,Seed,1
Pre Seed Round - Hyyr,https://www.crunchbase.com/funding_round/hyyr-pre-seed--57e9d25c,"B2B, Consulting, Information Technology",,Antler,150000,EUR,163226,Pre-Seed,2024-01-18,,,,Hyyr,https://www.crunchbase.com/organization/hyyr,"Oslo, Oslo, Norway, Europe",Hyyr is an IT company that offers help and consulting for companies to find digitization partners and IT suppliers.,https://hyyr.no/,Seed,1,150000,EUR,163226,Yes,Seed,1
Seed Round - Paraspot AI,https://www.crunchbase.com/funding_round/paraspot-seed--56e14245,"Artificial Intelligence (AI), Computer Vision, Hospitality, Image Recognition, Logistics, Property Management, Real Estate, SaaS, Software",ff Venture Capital,"97212 Ventures, ff Venture Capital, SaaS Ventures",1320000,USD,1320000,Seed,2024-03-08,,,,Paraspot AI,https://www.crunchbase.com/organization/paraspot,"Berlin, Berlin, Germany, Europe",AI-powered inspections for real estate.,https://www.paraspot.ai,Seed,2,1470000,USD,1470000,Yes,Seed,3
Pre Seed Round - Unnbound,https://www.crunchbase.com/funding_round/unnbound-pre-seed--f7a24361,"Logistics, Supply Chain Management",,42CAP,1500000,EUR,1633887,Pre-Seed,2023-12-01,,,,Unnbound,https://www.crunchbase.com/organization/unnbound,"Berlin, Berlin, Germany, Europe",Unnbound enables flexible warehousing solutions for enterprise retailers and brands,https://www.unnbound.com/,Seed,1,1500000,EUR,1633887,Yes,Seed,1
Pre Seed Round - Finterai,https://www.crunchbase.com/funding_round/finterai-pre-seed--093c222f,Financial Services,Tenity,Tenity,,,,Pre-Seed,2024-03-05,,,,Finterai,https://www.crunchbase.com/organization/finterai,"Oslo, Oslo, Norway, Europe",Finterai purpose is to use technology and collaboration to help address the global data sharing and privacy dilemma.,https://www.finterai.com,Seed,1,,,,Yes,Seed,1
Seed Round - Cardino,https://www.crunchbase.com/funding_round/cardino-a98d-seed--a7f6b0b1,"Automotive, Electric Vehicle, Sustainability, Transportation",,FJ Labs,,,,Seed,2024-03-06,,,,Cardino,https://www.crunchbase.com/organization/cardino-a98d,"Berlin, Berlin, Germany, Europe",Cardino operates and develops a digital platform for buying and selling secondhand electric vehicles.,https://www.cardino.de/,Seed,3,5000000,EUR,5360433,Yes,Seed,1
Seed Round - Cello,https://www.crunchbase.com/funding_round/cello-981b-seed--f45a2e93,"Artificial Intelligence (AI), B2B, SaaS, Software",HV Capital,"Allison Pickens, HV Capital, Julius Göllner, Patrick Andrae, Phillip Chambers",5075000,EUR,5650825,Seed,2023-07-20,,,,Cello,https://www.crunchbase.com/organization/cello-981b,"Munich, Bayern, Germany, Europe",All-in-one Referral Platform to amplify word-of-mouth,https://cello.so/,Seed,2,7375000,EUR,7913716,Yes,Seed,5
Seed Round - Plexigrid,https://www.crunchbase.com/funding_round/plexigrid-seed--8b05b13a,"Energy, Information Technology",EIC Accelerator,EIC Accelerator,6500000,EUR,7044963,Seed,2024-02-28,,,,Plexigrid,https://www.crunchbase.com/organization/plexigrid,"Stockholm, Stockholms Lan, Sweden, Europe",Plexigrid develops software solutions that enable increased renewable energy in electrical distribution grids.,https://plexigrid.com/,Seed,6,14339077,USD,14339077,Yes,Seed,1
Pre Seed Round - Pointly,https://www.crunchbase.com/funding_round/pointly-pre-seed--34f3c453,"3D Technology, Analytics, Artificial Intelligence (AI), CAD, Cloud Computing, Data Collection and Labeling, Government, Information Technology, Railroad, Smart Cities",,,,,,Pre-Seed,2023-11-02,,,,Pointly,https://www.crunchbase.com/organization/pointly,"Berlin, Berlin, Germany, Europe",Pointly is a 3D point cloud classification platform offering AI techniques and tailor-made 3D AI solutions.,https://pointly.ai,Seed,2,,,,Yes,Seed,
Seed Round - Dynelectro,https://www.crunchbase.com/funding_round/dynelectro-seed--23b49c81,"Fuel, GreenTech, Renewable Energy",Yara Growth Ventures,Yara Growth Ventures,,,,Seed,2024-03-08,,,,Dynelectro,https://www.crunchbase.com/organization/dynelectro,"Copenhagen, Hovedstaden, Denmark, Europe",Dynelectro is a green energy technology company that focuses on reducing CO2 emissions by transforming fossil fuels into green fuels.,https://dynelectro.dk,Seed,4,24500000,EUR,26552094,Yes,,1
Seed Round - Quantum Diamonds,https://www.crunchbase.com/funding_round/quantum-diamonds-seed--bf3faf44,"Manufacturing, Semiconductor","Earlybird Venture Capital, IQ Capital","Creator Fund, Earlybird Venture Capital, European Innovation Council, First Momentum Ventures, IQ Capital, Onsight Ventures, UnternehmerTUM",7000000,EUR,7672048,Seed,2023-11-27,,,,Quantum Diamonds,https://www.crunchbase.com/organization/quantum-diamonds,"Garching Bei München, Bayern, Germany, Europe",Quantum Diamonds provides described nitrogen-vacancy (NV) diamonds for quantum sensing to industrial and academic customers.,https://www.quantumdiamonds.de,Seed,2,7000000,EUR,7672048,Yes,Seed,7
Seed Round - Lilio,https://www.crunchbase.com/funding_round/lilio-0120-seed--b1d11cdf,"Information Services, Manufacturing, Software",Emma Ventures,"Emma Ventures, Gesa Miczaika, KinTower Ventures, Martina Pfeifer, Mengting Bönsch, Michala Rudorfer, Patric Fassbender, Robert Ermich, Steffen Zoller",2200000,EUR,2407835,Seed,2023-11-20,,,,Lilio,https://www.crunchbase.com/organization/lilio-0120,"Munich, Bayern, Germany, Europe",Lilio provides feedback on the baby's well-being regardless of day and night.,https://lilio-health.com,Seed,1,2200000,EUR,2407835,Yes,Seed,9
Seed Round - Locaboo,https://www.crunchbase.com/funding_round/locaboo-seed--415e8ef5,"Internet, Management Consulting, Software","Jesse Jeng, VENTIS CAPITAL","Jesse Jeng, VENTIS CAPITAL",1200000,EUR,1305756,Seed,2024-01-24,,,,Locaboo,https://www.crunchbase.com/organization/locaboo,"Munich, Bayern, Germany, Europe","Locaboo is the All-in-One Venue Management platform for space, sport, and event.",https://www.locaboo.com/,Seed,2,2400000,EUR,2619097,Yes,Seed,2
Seed Round - CONXAI,https://www.crunchbase.com/funding_round/conxai-seed--b76fcf95,"Artificial Intelligence (AI), Computer Vision, Construction, Software",,"Argonautic Ventures, Earlybird Venture Capital, noa, Pi Labs, Zacua Ventures",2000000,EUR,2117258,Seed,2023-11-01,,,,CONXAI,https://www.crunchbase.com/organization/conxai,"Munich, Bayern, Germany, Europe",AI that understands construction,https://www.conxai.com/,Seed,2,4700000,EUR,5176363,Yes,Seed,5
Pre Seed Round - One Coworking,https://www.crunchbase.com/funding_round/one-coworking-pre-seed--c111f2e6,"Apps, Coworking, Environmental Consulting",ExtraVallis,ExtraVallis,,,,Pre-Seed,2023-11-01,,,,One Coworking,https://www.crunchbase.com/organization/one-coworking,"Berlin, Berlin, Germany, Europe",One Coworking is an app that creates hybrid work environments.,https://onecoworking.com,Seed,1,,,,Yes,Seed,1
